Data_waalhaven.FEATUREID;Data_waalhaven.RESTRICTION_TYPE;Data_waalhaven.VESSEL_TYPE;Data_waalhaven.VESSEL_LENGTH_FROM;Data_waalhaven.VESSEL_LENGTH_TO;Data_waalhaven.VESSEL_BEAM_FROM;Data_waalhaven.VESSEL_BEAM_TO;Data_waalhaven.VESSEL_DRAUGHT_FROM;Data_waalhaven.VESSEL_DRAUGHT_TO;Data_waalhaven.VESSEL_HEIGHT_FROM;Data_waalhaven.VESSEL_HEIGHT_TO;Data_waalhaven.VESSEL_TONNAGE_FROM;Data_waalhaven.VESSEL_TONNAGE_TO;Data_waalhaven.VESSEL_DIRECTION;Data_waalhaven.SPECIAL_TRANSPORT;Data_waalhaven.VISIBILITY_FROM;Data_waalhaven.VISIBILITY_TO;Data_waalhaven.WIND_DIRECTION_FROM;Data_waalhaven.WIND_DIRECTION_TO;Data_waalhaven.WIND_SPEED_FROM;Data_waalhaven.WIND_SPEED_TO;Data_waalhaven.CURRENT_FROM;Data_waalhaven.CURRENT_TO;Data_waalhaven.CURRENT_TREND;Data_waalhaven.LIGHT_CONDITION;Data_waalhaven.RESTRICTION_VALUE;Data_waalhaven.RESTRICTION_UNIT;Data_waalhaven.RESTRICTION_DESCRIPTION;Data_waalhaven.POLICY_CLEARANCE;Data_waalhaven.POLICY_TUG_NUMBER;Data_waalhaven.POLICY_TUG_TYPE;Data_waalhaven.POLICY_TUG_BOLLARD_PULL;Data_waalhaven.POLICY_REMARKS;Data_waalhaven.STATUS;Data_waalhaven.DATASOURCE;Data_waalhaven.SURVEYMETHOD;Data_waalhaven.SURVEYPRECISION;Data_waalhaven.SURVEYDATE;Data_waalhaven.FUNCSTARTDATE;Data_waalhaven.FUNCENDDATE
N Z100/6/1254;MINIMUM_UKC;ALL;;;;;17,4;;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,5;METERS;;;;;;;;;;;;;
N Z100/6/1222;MINIMUM_UKC;ALL;;;;;17,4;;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,5;METERS;;;;;;;;;;;;;
N Z100/6/1237;MINIMUM_UKC;ALL;;;;;17,4;;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,5;METERS;;;;;;;;;;;;;
N Z100/6/1237;FRESH_WATER_ALLOWANCE;ALL;;;;;17,4;;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/61;MINIMUM_UKC_LONG_TERM;ALL;;;;;17,4;;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1211;MINIMUM_UKC_LONG_TERM;ALL;;;;;17,4;;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/102;FRESH_WATER_ALLOWANCE;ALL;;;;;17,4;;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/1241;MINIMUM_UKC_LONG_TERM;ALL;;;;;17,4;;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1327;MINIMUM_UKC;ALL;;;;;17,4;;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,5;METERS;;;;;;;;;;;;;
N Z100/6/1771;MINIMUM_UKC;ALL;;;;;17,4;;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,5;METERS;;;;;;;;;;;;;
N Z100/6/64;MINIMUM_UKC;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/979;FRESH_WATER_ALLOWANCE;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/971;FRESH_WATER_ALLOWANCE;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/274;FRESH_WATER_ALLOWANCE;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/979;MINIMUM_UKC;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1325;FRESH_WATER_ALLOWANCE;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/162;FRESH_WATER_ALLOWANCE;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/1221;MINIMUM_UKC;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/186;FRESH_WATER_ALLOWANCE;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/1217;FRESH_WATER_ALLOWANCE;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/1281;FRESH_WATER_ALLOWANCE;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/977;FRESH_WATER_ALLOWANCE;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/1242;MINIMUM_UKC;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/214;MINIMUM_UKC_LONG_TERM;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/976;FRESH_WATER_ALLOWANCE;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/1250;FRESH_WATER_ALLOWANCE;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/1257;MINIMUM_UKC;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1277;MINIMUM_UKC;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1276;FRESH_WATER_ALLOWANCE;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/265;MINIMUM_UKC_LONG_TERM;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/186;MINIMUM_UKC;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1257;FRESH_WATER_ALLOWANCE;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/151;MINIMUM_UKC;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/366;MINIMUM_UKC_LONG_TERM;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/272;FRESH_WATER_ALLOWANCE;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/1242;FRESH_WATER_ALLOWANCE;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/1253;MINIMUM_UKC_LONG_TERM;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1220;MINIMUM_UKC_LONG_TERM;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/272;MINIMUM_UKC_LONG_TERM;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1244;FRESH_WATER_ALLOWANCE;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/264;MINIMUM_UKC;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/253;MINIMUM_UKC;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/156;MINIMUM_UKC;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/274;MINIMUM_UKC;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/973;FRESH_WATER_ALLOWANCE;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/973;MINIMUM_UKC_LONG_TERM;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/296;FRESH_WATER_ALLOWANCE;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/1478;MINIMUM_UKC_LONG_TERM;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1539;MINIMUM_UKC;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/206;FRESH_WATER_ALLOWANCE;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/102;FRESH_WATER_ALLOWANCE;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/57;FRESH_WATER_ALLOWANCE;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/180;FRESH_WATER_ALLOWANCE;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/1255;FRESH_WATER_ALLOWANCE;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/1223;FRESH_WATER_ALLOWANCE;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/1323;MINIMUM_UKC;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1324;MINIMUM_UKC;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1325;MINIMUM_UKC;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1325;MINIMUM_UKC_LONG_TERM;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1326;MINIMUM_UKC;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1326;FRESH_WATER_ALLOWANCE;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/1326;MINIMUM_UKC_LONG_TERM;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1327;MINIMUM_UKC;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1327;FRESH_WATER_ALLOWANCE;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/1520;MINIMUM_UKC;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/296;MINIMUM_UKC;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1519;FRESH_WATER_ALLOWANCE;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/1276;MINIMUM_UKC;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1256;MINIMUM_UKC;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/226;FRESH_WATER_ALLOWANCE;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/298;MINIMUM_UKC_LONG_TERM;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1780;MINIMUM_UKC;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1771;FRESH_WATER_ALLOWANCE;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/1520;FRESH_WATER_ALLOWANCE;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/1520;MINIMUM_UKC_LONG_TERM;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1299;MINIMUM_UKC;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1299;MINIMUM_UKC_LONG_TERM;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/180;MINIMUM_UKC;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1326;MINIMUM_UKC_LONG_TERM;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/155;MINIMUM_UKC_LONG_TERM;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1658;MINIMUM_UKC;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/273;FRESH_WATER_ALLOWANCE;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/264;MINIMUM_UKC_LONG_TERM;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/974;MINIMUM_UKC;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1540;MINIMUM_UKC;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1540;FRESH_WATER_ALLOWANCE;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/1540;MINIMUM_UKC_LONG_TERM;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/151;FRESH_WATER_ALLOWANCE;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/1254;MINIMUM_UKC;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1539;FRESH_WATER_ALLOWANCE;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/1324;MINIMUM_UKC_LONG_TERM;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1327;MINIMUM_UKC_LONG_TERM;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/975;MINIMUM_UKC;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1323;MINIMUM_UKC;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1244;MINIMUM_UKC_LONG_TERM;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1251;FRESH_WATER_ALLOWANCE;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/1324;FRESH_WATER_ALLOWANCE;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/973;MINIMUM_UKC;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1518;MINIMUM_UKC_LONG_TERM;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1521;MINIMUM_UKC;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/148;MINIMUM_UKC_LONG_TERM;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1478;MINIMUM_UKC;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/298;FRESH_WATER_ALLOWANCE;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/82;MINIMUM_UKC;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/156;MINIMUM_UKC_LONG_TERM;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1257;MINIMUM_UKC_LONG_TERM;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1277;FRESH_WATER_ALLOWANCE;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/1327;FRESH_WATER_ALLOWANCE;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/972;MINIMUM_UKC_LONG_TERM;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1254;FRESH_WATER_ALLOWANCE;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/1240;MINIMUM_UKC;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/214;FRESH_WATER_ALLOWANCE;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/975;FRESH_WATER_ALLOWANCE;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/1323;FRESH_WATER_ALLOWANCE;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/674;MINIMUM_UKC_LONG_TERM;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1230;MINIMUM_UKC;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1326;MINIMUM_UKC;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/381;MINIMUM_UKC_LONG_TERM;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/257;MINIMUM_UKC;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/102;MINIMUM_UKC_LONG_TERM;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1253;FRESH_WATER_ALLOWANCE;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/385;MINIMUM_UKC_LONG_TERM;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1658;FRESH_WATER_ALLOWANCE;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/1658;MINIMUM_UKC_LONG_TERM;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1771;MINIMUM_UKC;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1771;MINIMUM_UKC_LONG_TERM;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1255;MINIMUM_UKC_LONG_TERM;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/175;MINIMUM_UKC_LONG_TERM;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1327;MINIMUM_UKC_LONG_TERM;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1277;MINIMUM_UKC_LONG_TERM;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1324;MINIMUM_UKC;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/266;MINIMUM_UKC;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1275;FRESH_WATER_ALLOWANCE;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/1237;MINIMUM_UKC;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/976;MINIMUM_UKC;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/791;FRESH_WATER_ALLOWANCE;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/1239;MINIMUM_UKC;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/977;MINIMUM_UKC_LONG_TERM;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/253;FRESH_WATER_ALLOWANCE;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/57;MINIMUM_UKC;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/57;MINIMUM_UKC_LONG_TERM;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/226;MINIMUM_UKC;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1325;FRESH_WATER_ALLOWANCE;ALL;;;;;17,4;;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/1219;MINIMUM_UKC;ALL;;;;;17,4;;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,5;METERS;;;;;;;;;;;;;
N Z100/6/276;MINIMUM_UKC;ALL;;;;;17,4;;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,5;METERS;;;;;;;;;;;;;
